country,year,section,total_words,negative_count,positive_count,negative_ratio,positive_ratio,net_sentiment,accession_year,chapter_number,closure_year,years_to_closure,years_to_accession
Latvia,2000,Chapter 1: Free movement of Goods,1496,15,28,10.026737967914439,18.71657754010695,8.689839572192511,2004,1,2001.0,1.0,4
Latvia,2000,Chapter 2: Free movement of Persons,396,2,8,5.050505050505051,20.202020202020204,15.151515151515152,2004,2,2001.0,1.0,4
Latvia,2000,Chapter 3: Freedom to provide services,988,3,27,3.0364372469635628,27.327935222672068,24.291497975708506,2004,3,2001.0,1.0,4
Latvia,2000,Chapter 4: Free movement of capital,693,16,18,23.08802308802309,25.974025974025977,2.8860028860028883,2004,4,2001.0,1.0,4
Latvia,2000,Chapter 5: Company law,991,18,22,18.163471241170534,22.199798183652877,4.036326942482344,2004,5,2001.0,1.0,4
Latvia,2000,Chapter 6: Competition policy,731,16,11,21.88782489740082,15.047879616963064,-6.839945280437755,2004,6,2001.0,1.0,4
Latvia,2000,Chapter 7: Agriculture,2827,22,26,7.782101167315175,9.19702865228157,1.4149274849663955,2004,7,2002.0,2.0,4
Latvia,2000,Chapter 8: Fisheries,651,3,9,4.608294930875576,13.82488479262673,9.216589861751153,2004,8,2001.0,1.0,4
Latvia,2000,Chapter 9: Transport policy,1309,25,13,19.098548510313215,9.931245225362872,-9.167303284950343,2004,9,2001.0,1.0,4
Latvia,2000,Chapter 10: Taxation,679,10,21,14.727540500736376,30.927835051546392,16.200294550810014,2004,10,2002.0,2.0,4
Latvia,2000,Chapter 11: Economic and Monetary Union,408,2,4,4.901960784313726,9.803921568627452,4.901960784313726,2004,11,2000.0,0.0,4
Latvia,2000,Chapter 12: Statistics,654,12,19,18.34862385321101,29.051987767584098,10.703363914373089,2004,12,2000.0,0.0,4
Latvia,2000,Chapter 13: Social Policy and Employment,1530,15,22,9.803921568627452,14.37908496732026,4.575163398692808,2004,13,2001.0,1.0,4
Latvia,2000,Chapter 14: Energy,1104,12,10,10.869565217391305,9.057971014492754,-1.8115942028985508,2004,14,2001.0,1.0,4
Latvia,2000,Chapter 15: Industry,1061,29,17,27.332704995287468,16.022620169651272,-11.310084825636196,2004,15,2000.0,0.0,4
Latvia,2000,Chapter 16: Small and Medium Enterprises,774,7,18,9.04392764857881,23.25581395348837,14.21188630490956,2004,16,2000.0,0.0,4
Latvia,2000,Chapter 17: Science and research,262,0,3,0.0,11.450381679389313,11.450381679389313,2004,17,2000.0,0.0,4
Latvia,2000,Chapter 18: Education and Training,486,0,4,0.0,8.23045267489712,8.23045267489712,2004,18,2000.0,0.0,4
Latvia,2000,Chapter 19: Telecommunications and information technologies,664,13,2,19.57831325301205,3.0120481927710845,-16.566265060240966,2004,19,2002.0,2.0,4
Latvia,2000,Chapter 20: Culture and audio-visual policy,344,6,9,17.441860465116278,26.16279069767442,8.720930232558143,2004,20,2001.0,1.0,4
Latvia,2000,Chapter 21: Regional Policy and co-ordination of structural instruments,824,4,10,4.854368932038835,12.135922330097086,7.281553398058252,2004,21,2002.0,2.0,4
Latvia,2000,Chapter 22: Environment,1699,19,11,11.183048852266039,6.474396703943496,-4.7086521483225425,2004,22,2001.0,1.0,4
Latvia,2000,Chapter 23: Consumers and health protection,455,10,6,21.978021978021978,13.186813186813186,-8.791208791208792,2004,23,2000.0,0.0,4
Latvia,2000,Chapter 24: Co-operation in the field of justice and home affairs,3726,132,67,35.42673107890499,17.98174986580784,-17.444981213097154,2004,24,2002.0,2.0,4
Latvia,2000,Chapter 25: Customs union,987,19,22,19.250253292806487,22.289766970618032,3.039513677811545,2004,25,2001.0,1.0,4
Latvia,2000,Chapter 26: External relations,713,7,2,9.817671809256662,2.805049088359046,-7.012622720897616,2004,26,2000.0,0.0,4
Latvia,2000,Chapter 27: Common Foreign and Security Policy,554,3,9,5.415162454873646,16.24548736462094,10.830324909747294,2004,27,2000.0,0.0,4
Latvia,2000,Chapter 28: Financial Control,1038,6,21,5.780346820809248,20.23121387283237,14.450867052023122,2004,28,2001.0,1.0,4
Latvia,2000,Chapter 29: Financial and budgetary provisions,329,2,5,6.079027355623101,15.197568389057752,9.118541033434651,2004,29,2002.0,2.0,4
Latvia,2001,Chapter 1: Free movement of Goods,1959,18,29,9.188361408882084,14.803471158754466,5.615109749872381,2004,1,2001.0,0.0,3
Latvia,2001,Chapter 2: Free movement of Persons,625,1,9,1.6,14.4,12.8,2004,2,2001.0,0.0,3
Latvia,2001,Chapter 3: Freedom to provide services,1386,11,19,7.936507936507936,13.708513708513708,5.772005772005772,2004,3,2001.0,0.0,3
Latvia,2001,Chapter 4: Free movement of capital,757,23,6,30.383091149273447,7.926023778071334,-22.457067371202115,2004,4,2001.0,0.0,3
Latvia,2001,Chapter 5: Company law,1637,27,21,16.493585827733657,12.828344532681736,-3.6652412950519206,2004,5,2001.0,0.0,3
Latvia,2001,Chapter 6: Competition policy,773,15,7,19.404915912031047,9.055627425614489,-10.349288486416558,2004,6,2001.0,0.0,3
Latvia,2001,Chapter 7: Agriculture,3067,25,19,8.15128790348875,6.19497880665145,-1.9563090968373,2004,7,2002.0,1.0,3
Latvia,2001,Chapter 8: Fisheries,872,3,9,3.4403669724770642,10.321100917431194,6.880733944954129,2004,8,2001.0,0.0,3
Latvia,2001,Chapter 9: Transport policy,1493,26,15,17.414601473543204,10.046885465505694,-7.36771600803751,2004,9,2001.0,0.0,3
Latvia,2001,Chapter 10: Taxation,900,8,12,8.88888888888889,13.333333333333334,4.444444444444445,2004,10,2002.0,1.0,3
Latvia,2001,Chapter 11: Economic and Monetary Union,362,2,1,5.524861878453039,2.7624309392265194,-2.7624309392265194,2004,11,2000.0,-1.0,3
Latvia,2001,Chapter 12: Statistics,1012,7,21,6.91699604743083,20.750988142292492,13.833992094861662,2004,12,2000.0,-1.0,3
Latvia,2001,Chapter 13: Social Policy and Employment,1834,21,24,11.450381679389313,13.086150490730644,1.6357688113413307,2004,13,2001.0,0.0,3
Latvia,2001,Chapter 14: Energy,1221,10,16,8.19000819000819,13.104013104013104,4.914004914004915,2004,14,2001.0,0.0,3
Latvia,2001,Chapter 15: Industry,835,3,12,3.592814371257485,14.37125748502994,10.778443113772454,2004,15,2000.0,-1.0,3
Latvia,2001,Chapter 16: Small and Medium Enterprises,738,14,17,18.970189701897016,23.035230352303522,4.065040650406505,2004,16,2000.0,-1.0,3
Latvia,2001,Chapter 17: Science and research,254,0,8,0.0,31.496062992125985,31.496062992125985,2004,17,2000.0,-1.0,3
Latvia,2001,Chapter 18: Education and Training,407,0,6,0.0,14.742014742014742,14.742014742014742,2004,18,2000.0,-1.0,3
Latvia,2001,Chapter 19: Telecommunications and information technologies,655,11,8,16.793893129770993,12.213740458015266,-4.580152671755727,2004,19,2002.0,1.0,3
Latvia,2001,Chapter 20: Culture and audio-visual policy,402,4,3,9.950248756218905,7.462686567164179,-2.4875621890547253,2004,20,2001.0,0.0,3
Latvia,2001,Chapter 21: Regional Policy and co-ordination of structural instruments,1316,3,17,2.2796352583586623,12.917933130699089,10.638297872340427,2004,21,2002.0,1.0,3
Latvia,2001,Chapter 22: Environment,1764,27,10,15.306122448979592,5.668934240362812,-9.63718820861678,2004,22,2001.0,0.0,3
Latvia,2001,Chapter 23: Consumers and health protection,934,12,13,12.84796573875803,13.918629550321198,1.0706638115631684,2004,23,2000.0,-1.0,3
Latvia,2001,Chapter 24: Co-operation in the field of justice and home affairs,4272,157,71,36.750936329588015,16.619850187265918,-20.131086142322097,2004,24,2002.0,1.0,3
Latvia,2001,Chapter 25: Customs union,1030,20,16,19.41747572815534,15.533980582524272,-3.8834951456310662,2004,25,2001.0,0.0,3
Latvia,2001,Chapter 26: External relations,773,8,0,10.34928848641656,0.0,-10.34928848641656,2004,26,2000.0,-1.0,3
Latvia,2001,Chapter 27: Common Foreign and Security Policy,450,2,6,4.444444444444445,13.333333333333334,8.88888888888889,2004,27,2000.0,-1.0,3
Latvia,2001,Chapter 28: Financial Control,971,8,14,8.2389289392379,14.418125643666324,6.179196704428424,2004,28,2001.0,0.0,3
Latvia,2001,Chapter 29: Financial and budgetary provisions,475,1,9,2.1052631578947367,18.947368421052634,16.842105263157897,2004,29,2002.0,1.0,3
Latvia,2002,Chapter 1: Free movement of Goods,1835,18,33,9.809264305177113,17.983651226158038,8.174386920980925,2004,1,2001.0,-1.0,2
Latvia,2002,Chapter 2: Free movement of Persons,978,2,17,2.044989775051125,17.382413087934562,15.337423312883438,2004,2,2001.0,-1.0,2
Latvia,2002,Chapter 3: Freedom to provide services,1424,17,19,11.938202247191011,13.342696629213483,1.404494382022472,2004,3,2001.0,-1.0,2
Latvia,2002,Chapter 4: Free movement of capital,847,23,8,27.15466351829988,9.445100354191263,-17.709563164108616,2004,4,2001.0,-1.0,2
Latvia,2002,Chapter 5: Company law,1123,25,21,22.261798753339267,18.699910952804988,-3.5618878005342793,2004,5,2001.0,-1.0,2
Latvia,2002,Chapter 6: Competition policy,942,10,21,10.615711252653927,22.292993630573246,11.677282377919319,2004,6,2001.0,-1.0,2
Latvia,2002,Chapter 7: Agriculture,3656,19,42,5.196936542669584,11.487964989059082,6.291028446389498,2004,7,2002.0,0.0,2
Latvia,2002,Chapter 8: Fisheries,1008,6,16,5.952380952380952,15.873015873015872,9.920634920634921,2004,8,2001.0,-1.0,2
Latvia,2002,Chapter 9: Transport policy,1448,14,23,9.668508287292818,15.883977900552487,6.215469613259669,2004,9,2001.0,-1.0,2
Latvia,2002,Chapter 10: Taxation,1003,16,17,15.952143569292122,16.949152542372882,0.9970089730807601,2004,10,2002.0,0.0,2
Latvia,2002,Chapter 11: Economic and Monetary Union,494,5,5,10.121457489878543,10.121457489878543,0.0,2004,11,2000.0,-2.0,2
Latvia,2002,Chapter 12: Statistics,845,6,28,7.100591715976331,33.13609467455621,26.03550295857988,2004,12,2000.0,-2.0,2
Latvia,2002,Chapter 13: Social Policy and Employment,2378,33,31,13.877207737594619,13.036164844407065,-0.841042893187554,2004,13,2001.0,-1.0,2
Latvia,2002,Chapter 14: Energy,1625,12,31,7.384615384615384,19.076923076923077,11.692307692307693,2004,14,2001.0,-1.0,2
Latvia,2002,Chapter 15: Industry,962,7,30,7.276507276507277,31.185031185031185,23.908523908523907,2004,15,2000.0,-2.0,2
Latvia,2002,Chapter 16: Small and Medium Enterprises,929,12,27,12.917115177610334,29.06350914962325,16.146393972012916,2004,16,2000.0,-2.0,2
Latvia,2002,Chapter 17: Science and research,484,3,6,6.198347107438017,12.396694214876034,6.198347107438017,2004,17,2000.0,-2.0,2
Latvia,2002,Chapter 18: Education and Training,569,4,10,7.0298769771529,17.574692442882252,10.544815465729354,2004,18,2000.0,-2.0,2
Latvia,2002,Chapter 19: Telecommunications and information technologies,853,9,20,10.550996483001173,23.446658851113718,12.895662368112545,2004,19,2002.0,0.0,2
Latvia,2002,Chapter 20: Culture and audio-visual policy,469,2,9,4.264392324093817,19.189765458422176,14.92537313432836,2004,20,2001.0,-1.0,2
Latvia,2002,Chapter 21: Regional Policy and co-ordination of structural instruments,1628,7,19,4.2997542997543,11.67076167076167,7.371007371007371,2004,21,2002.0,0.0,2
Latvia,2002,Chapter 22: Environment,2042,20,48,9.79431929480901,23.506366307541626,13.712047012732615,2004,22,2001.0,-1.0,2
Latvia,2002,Chapter 23: Consumers and health protection,775,18,10,23.225806451612904,12.903225806451612,-10.322580645161292,2004,23,2000.0,-2.0,2
Latvia,2002,Chapter 24: Co-operation in the field of justice and home affairs,5084,176,90,34.61841070023604,17.702596380802518,-16.915814319433522,2004,24,2002.0,0.0,2
Latvia,2002,Chapter 25: Customs union,1178,30,21,25.466893039049236,17.826825127334466,-7.64006791171477,2004,25,2001.0,-1.0,2
Latvia,2002,Chapter 26: External relations,917,13,5,14.176663031624864,5.452562704471101,-8.724100327153764,2004,26,2000.0,-2.0,2
Latvia,2002,Chapter 27: Common Foreign and Security Policy,772,4,8,5.181347150259067,10.362694300518134,5.181347150259067,2004,27,2000.0,-2.0,2
Latvia,2002,Chapter 28: Financial Control,1186,11,20,9.27487352445194,16.863406408094434,7.588532883642495,2004,28,2001.0,-1.0,2
Latvia,2002,Chapter 29: Financial and budgetary provisions,1143,3,22,2.6246719160104988,19.247594050743654,16.622922134733155,2004,29,2002.0,0.0,2
Lithuania,1998,Chapter 1: Free movement of Goods,209,5,4,23.923444976076556,19.138755980861244,-4.784688995215312,2004,1,2001.0,3.0,6
Lithuania,1998,Chapter 2: Free movement of Persons,131,0,4,0.0,30.534351145038165,30.534351145038165,2004,2,2001.0,3.0,6
Lithuania,1998,Chapter 3: Freedom to provide services,186,4,5,21.505376344086024,26.881720430107528,5.376344086021504,2004,3,2001.0,3.0,6
Lithuania,1998,Chapter 4: Free movement of capital,26,0,0,0.0,0.0,0.0,2004,4,2001.0,3.0,6
Lithuania,1998,Chapter 6: Competition policy,100,1,6,10.0,60.0,50.0,2004,6,2001.0,3.0,6
Lithuania,1998,Chapter 7: Agriculture,560,16,7,28.57142857142857,12.5,-16.07142857142857,2004,7,2002.0,4.0,6
Lithuania,1998,Chapter 8: Fisheries,22,0,1,0.0,45.45454545454545,45.45454545454545,2004,8,2001.0,3.0,6
Lithuania,1998,Chapter 9: Transport policy,297,5,8,16.835016835016834,26.936026936026934,10.1010101010101,2004,9,2001.0,3.0,6
Lithuania,1998,Chapter 10: Taxation,178,1,3,5.617977528089887,16.853932584269664,11.235955056179776,2004,10,2002.0,4.0,6
Lithuania,1998,Chapter 11: Economic and Monetary Union,73,0,1,0.0,13.698630136986301,13.698630136986301,2004,11,2001.0,3.0,6
Lithuania,1998,Chapter 12: Statistics,86,2,1,23.25581395348837,11.627906976744185,-11.627906976744185,2004,12,2000.0,2.0,6
Lithuania,1998,Chapter 13: Social Policy and Employment,238,4,5,16.80672268907563,21.008403361344538,4.201680672268907,2004,13,2001.0,3.0,6
Lithuania,1998,Chapter 14: Energy,639,7,7,10.954616588419405,10.954616588419405,0.0,2004,14,2002.0,4.0,6
Lithuania,1998,Chapter 15: Industry,299,2,5,6.688963210702341,16.72240802675585,10.03344481605351,2004,15,2000.0,2.0,6
Lithuania,1998,Chapter 16: Small and Medium Enterprises,72,0,1,0.0,13.888888888888888,13.888888888888888,2004,16,2000.0,2.0,6
Lithuania,1998,Chapter 17: Science and research,70,0,0,0.0,0.0,0.0,2004,17,2000.0,2.0,6
Lithuania,1998,Chapter 18: Education and Training,77,0,1,0.0,12.987012987012989,12.987012987012989,2004,18,2000.0,2.0,6
Lithuania,1998,Chapter 19: Telecommunications and information technologies,165,1,2,6.0606060606060606,12.121212121212121,6.0606060606060606,2004,19,2001.0,3.0,6
Lithuania,1998,Chapter 20: Culture and audio-visual policy,78,1,2,12.82051282051282,25.64102564102564,12.82051282051282,2004,20,2000.0,2.0,6
Lithuania,1998,Chapter 21: Regional Policy and co-ordination of structural instruments,96,1,3,10.416666666666666,31.25,20.833333333333336,2004,21,2002.0,4.0,6
Lithuania,1998,Chapter 22: Environment,395,5,7,12.658227848101266,17.721518987341774,5.063291139240508,2004,22,2001.0,3.0,6
Lithuania,1998,Chapter 23: Consumers and health protection,102,0,0,0.0,0.0,0.0,2004,23,2001.0,3.0,6
Lithuania,1998,Chapter 24: Co-operation in the field of justice and home affairs,486,20,13,41.1522633744856,26.74897119341564,-14.403292181069961,2004,24,2002.0,4.0,6
Lithuania,1998,Chapter 25: Customs union,161,5,3,31.055900621118013,18.633540372670808,-12.422360248447205,2004,25,2001.0,3.0,6
Lithuania,1998,Chapter 26: External relations,196,2,0,10.204081632653061,0.0,-10.204081632653061,2004,26,2000.0,2.0,6
Lithuania,1998,Chapter 27: Common Foreign and Security Policy,238,0,3,0.0,12.605042016806722,12.605042016806722,2004,27,2000.0,2.0,6
Lithuania,1998,Chapter 28: Financial Control,88,1,0,11.363636363636363,0.0,-11.363636363636363,2004,28,2001.0,3.0,6
Lithuania,1999,Chapter 1: Free movement of Goods,281,4,4,14.234875444839856,14.234875444839856,0.0,2004,1,2001.0,2.0,5
Lithuania,1999,Chapter 2: Free movement of Persons,89,0,1,0.0,11.235955056179774,11.235955056179774,2004,2,2001.0,2.0,5
Lithuania,1999,Chapter 3: Freedom to provide services,393,6,7,15.267175572519083,17.811704834605596,2.544529262086513,2004,3,2001.0,2.0,5
Lithuania,1999,Chapter 4: Free movement of capital,91,1,0,10.989010989010989,0.0,-10.989010989010989,2004,4,2001.0,2.0,5
Lithuania,1999,Chapter 6: Competition policy,569,10,11,17.574692442882252,19.332161687170473,1.7574692442882203,2004,6,2001.0,2.0,5
Lithuania,1999,Chapter 7: Agriculture,1063,13,12,12.229539040451552,11.288805268109126,-0.9407337723424263,2004,7,2002.0,3.0,5
Lithuania,1999,Chapter 8: Fisheries,155,3,1,19.35483870967742,6.451612903225806,-12.903225806451614,2004,8,2001.0,2.0,5
Lithuania,1999,Chapter 9: Transport policy,486,5,7,10.2880658436214,14.40329218106996,4.11522633744856,2004,9,2001.0,2.0,5
Lithuania,1999,Chapter 10: Taxation,184,1,2,5.434782608695652,10.869565217391305,5.434782608695652,2004,10,2002.0,3.0,5
Lithuania,1999,Chapter 11: Economic and Monetary Union,180,0,1,0.0,5.555555555555555,5.555555555555555,2004,11,2001.0,2.0,5
Lithuania,1999,Chapter 12: Statistics,202,5,9,24.752475247524753,44.554455445544555,19.801980198019802,2004,12,2000.0,1.0,5
Lithuania,1999,Chapter 13: Social Policy and Employment,476,7,8,14.705882352941176,16.80672268907563,2.100840336134455,2004,13,2001.0,2.0,5
Lithuania,1999,Chapter 14: Energy,1372,18,15,13.119533527696793,10.932944606413994,-2.1865889212828,2004,14,2002.0,3.0,5
Lithuania,1999,Chapter 15: Industry,389,12,11,30.848329048843187,28.27763496143959,-2.5706940874035986,2004,15,2000.0,1.0,5
Lithuania,1999,Chapter 16: Small and Medium Enterprises,109,1,4,9.174311926605505,36.69724770642202,27.522935779816514,2004,16,2000.0,1.0,5
Lithuania,1999,Chapter 17: Science and research,93,1,1,10.752688172043012,10.752688172043012,0.0,2004,17,2000.0,1.0,5
Lithuania,1999,Chapter 18: Education and Training,87,0,1,0.0,11.494252873563218,11.494252873563218,2004,18,2000.0,1.0,5
Lithuania,1999,Chapter 19: Telecommunications and information technologies,264,3,3,11.363636363636363,11.363636363636363,0.0,2004,19,2001.0,2.0,5
Lithuania,1999,Chapter 20: Culture and audio-visual policy,37,0,0,0.0,0.0,0.0,2004,20,2000.0,1.0,5
Lithuania,1999,Chapter 21: Regional Policy and co-ordination of structural instruments,422,0,4,0.0,9.47867298578199,9.47867298578199,2004,21,2002.0,3.0,5
Lithuania,1999,Chapter 22: Environment,1024,11,11,10.7421875,10.7421875,0.0,2004,22,2001.0,2.0,5
Lithuania,1999,Chapter 23: Consumers and health protection,120,2,1,16.666666666666668,8.333333333333334,-8.333333333333334,2004,23,2001.0,2.0,5
Lithuania,1999,Chapter 24: Co-operation in the field of justice and home affairs,1129,34,16,30.115146147032775,14.171833480956598,-15.943312666076176,2004,24,2002.0,3.0,5
Lithuania,1999,Chapter 25: Customs union,402,7,8,17.412935323383085,19.90049751243781,2.4875621890547244,2004,25,2001.0,2.0,5
Lithuania,1999,Chapter 26: External relations,185,1,0,5.405405405405405,0.0,-5.405405405405405,2004,26,2000.0,1.0,5
Lithuania,1999,Chapter 27: Common Foreign and Security Policy,211,3,1,14.218009478672984,4.739336492890995,-9.478672985781989,2004,27,2000.0,1.0,5
Lithuania,1999,Chapter 28: Financial Control,287,1,4,3.484320557491289,13.937282229965156,10.452961672473867,2004,28,2001.0,2.0,5
Lithuania,2000,Chapter 1: Free movement of Goods,1645,23,32,13.98176291793313,19.452887537993924,5.4711246200607935,2004,1,2001.0,1.0,4
Lithuania,2000,Chapter 2: Free movement of Persons,598,5,5,8.361204013377925,8.361204013377925,0.0,2004,2,2001.0,1.0,4
Lithuania,2000,Chapter 3: Freedom to provide services,910,9,14,9.89010989010989,15.384615384615385,5.4945054945054945,2004,3,2001.0,1.0,4
Lithuania,2000,Chapter 4: Free movement of capital,511,7,8,13.698630136986301,15.655577299412915,1.956947162426614,2004,4,2001.0,1.0,4
Lithuania,2000,Chapter 5: Company law,1025,20,14,19.51219512195122,13.658536585365853,-5.853658536585366,2004,5,2001.0,1.0,4
Lithuania,2000,Chapter 6: Competition policy,852,10,11,11.737089201877934,12.910798122065728,1.173708920187794,2004,6,2001.0,1.0,4
Lithuania,2000,Chapter 7: Agriculture,2731,13,27,4.760161113145368,9.886488465763456,5.126327352618088,2004,7,2002.0,2.0,4
Lithuania,2000,Chapter 8: Fisheries,718,3,2,4.178272980501393,2.785515320334262,-1.3927576601671308,2004,8,2001.0,1.0,4
Lithuania,2000,Chapter 9: Transport policy,1277,15,18,11.746280344557558,14.095536413469068,2.34925606891151,2004,9,2001.0,1.0,4
Lithuania,2000,Chapter 10: Taxation,508,4,12,7.874015748031496,23.62204724409449,15.748031496062993,2004,10,2002.0,2.0,4
Lithuania,2000,Chapter 11: Economic and Monetary Union,347,0,4,0.0,11.527377521613833,11.527377521613833,2004,11,2001.0,1.0,4
Lithuania,2000,Chapter 12: Statistics,572,4,23,6.993006993006993,40.20979020979021,33.21678321678321,2004,12,2000.0,0.0,4
Lithuania,2000,Chapter 13: Social Policy and Employment,1539,20,18,12.99545159194282,11.695906432748536,-1.2995451591942828,2004,13,2001.0,1.0,4
Lithuania,2000,Chapter 14: Energy,2015,28,19,13.895781637717121,9.429280397022334,-4.466501240694788,2004,14,2002.0,2.0,4
Lithuania,2000,Chapter 15: Industry,1001,33,19,32.96703296703297,18.98101898101898,-13.98601398601399,2004,15,2000.0,0.0,4
Lithuania,2000,Chapter 16: Small and Medium Enterprises,767,11,16,14.341590612777052,20.860495436766623,6.518904823989571,2004,16,2000.0,0.0,4
Lithuania,2000,Chapter 17: Science and research,245,0,5,0.0,20.408163265306122,20.408163265306122,2004,17,2000.0,0.0,4
Lithuania,2000,Chapter 18: Education and Training,397,2,10,5.037783375314861,25.188916876574307,20.151133501259444,2004,18,2000.0,0.0,4
Lithuania,2000,Chapter 19: Telecommunications and information technologies,401,6,5,14.962593516209475,12.468827930174564,-2.493765586034911,2004,19,2001.0,1.0,4
Lithuania,2000,Chapter 20: Culture and audio-visual policy,288,2,5,6.944444444444444,17.36111111111111,10.416666666666668,2004,20,2000.0,0.0,4
Lithuania,2000,Chapter 21: Regional Policy and co-ordination of structural instruments,907,8,16,8.820286659316428,17.640573318632857,8.820286659316428,2004,21,2002.0,2.0,4
Lithuania,2000,Chapter 22: Environment,1265,18,11,14.229249011857707,8.695652173913043,-5.533596837944664,2004,22,2001.0,1.0,4
Lithuania,2000,Chapter 23: Consumers and health protection,601,15,9,24.958402662229616,14.975041597337771,-9.983361064891845,2004,23,2001.0,1.0,4
Lithuania,2000,Chapter 24: Co-operation in the field of justice and home affairs,3466,117,43,33.75649163300635,12.406231967686093,-21.350259665320255,2004,24,2002.0,2.0,4
Lithuania,2000,Chapter 25: Customs union,507,18,5,35.50295857988166,9.861932938856016,-25.641025641025642,2004,25,2001.0,1.0,4
Lithuania,2000,Chapter 26: External relations,478,1,2,2.092050209205021,4.184100418410042,2.092050209205021,2004,26,2000.0,0.0,4
Lithuania,2000,Chapter 27: Common Foreign and Security Policy,449,2,6,4.4543429844097995,13.3630289532294,8.9086859688196,2004,27,2000.0,0.0,4
Lithuania,2000,Chapter 28: Financial Control,943,5,5,5.302226935312832,5.302226935312832,0.0,2004,28,2001.0,1.0,4
Lithuania,2000,Chapter 29: Financial and budgetary provisions,348,1,3,2.8735632183908044,8.620689655172413,5.747126436781608,2004,29,2002.0,2.0,4
Lithuania,2001,Chapter 1: Free movement of Goods,1597,15,29,9.39261114589856,18.15904821540388,8.766437069505322,2004,1,2001.0,0.0,3
Lithuania,2001,Chapter 2: Free movement of Persons,540,3,3,5.555555555555555,5.555555555555555,0.0,2004,2,2001.0,0.0,3
Lithuania,2001,Chapter 3: Freedom to provide services,1263,23,14,18.210609659540776,11.084718923198732,-7.125890736342043,2004,3,2001.0,0.0,3
Lithuania,2001,Chapter 4: Free movement of capital,465,9,11,19.35483870967742,23.655913978494624,4.301075268817204,2004,4,2001.0,0.0,3
Lithuania,2001,Chapter 5: Company law,1365,21,21,15.384615384615385,15.384615384615385,0.0,2004,5,2001.0,0.0,3
Lithuania,2001,Chapter 6: Competition policy,736,17,11,23.09782608695652,14.945652173913045,-8.152173913043475,2004,6,2001.0,0.0,3
Lithuania,2001,Chapter 7: Agriculture,3562,38,38,10.668163952835485,10.668163952835485,0.0,2004,7,2002.0,1.0,3
Lithuania,2001,Chapter 8: Fisheries,1003,13,12,12.961116650049851,11.964107676969093,-0.9970089730807583,2004,8,2001.0,0.0,3
Lithuania,2001,Chapter 9: Transport policy,1358,18,23,13.254786450662738,16.936671575846834,3.6818851251840954,2004,9,2001.0,0.0,3
Lithuania,2001,Chapter 10: Taxation,717,11,9,15.341701534170154,12.552301255230125,-2.789400278940029,2004,10,2002.0,1.0,3
Lithuania,2001,Chapter 11: Economic and Monetary Union,396,2,5,5.050505050505051,12.626262626262626,7.575757575757575,2004,11,2001.0,0.0,3
Lithuania,2001,Chapter 12: Statistics,563,2,14,3.552397868561279,24.866785079928952,21.314387211367674,2004,12,2000.0,-1.0,3
Lithuania,2001,Chapter 13: Social Policy and Employment,1670,20,22,11.976047904191617,13.173652694610778,1.1976047904191613,2004,13,2001.0,0.0,3
Lithuania,2001,Chapter 14: Energy,2361,43,41,18.212621770436254,17.36552308343922,-0.8470986869970325,2004,14,2002.0,1.0,3
Lithuania,2001,Chapter 15: Industry,919,28,22,30.46789989118607,23.939064200217626,-6.528835690968446,2004,15,2000.0,-1.0,3
Lithuania,2001,Chapter 16: Small and Medium Enterprises,735,11,19,14.965986394557822,25.85034013605442,10.884353741496598,2004,16,2000.0,-1.0,3
Lithuania,2001,Chapter 17: Science and research,463,1,8,2.1598272138228944,17.278617710583156,15.118790496760262,2004,17,2000.0,-1.0,3
Lithuania,2001,Chapter 18: Education and Training,143,0,3,0.0,20.97902097902098,20.97902097902098,2004,18,2000.0,-1.0,3
Lithuania,2001,Chapter 19: Telecommunications and information technologies,376,5,9,13.297872340425531,23.93617021276596,10.638297872340427,2004,19,2001.0,0.0,3
Lithuania,2001,Chapter 20: Culture and audio-visual policy,478,2,4,4.184100418410042,8.368200836820083,4.184100418410042,2004,20,2000.0,-1.0,3
Lithuania,2001,Chapter 21: Regional Policy and co-ordination of structural instruments,1458,9,19,6.172839506172839,13.031550068587105,6.858710562414266,2004,21,2002.0,1.0,3
Lithuania,2001,Chapter 22: Environment,2083,22,19,10.561689870379261,9.121459433509362,-1.4402304368699,2004,22,2001.0,0.0,3
Lithuania,2001,Chapter 23: Consumers and health protection,519,8,4,15.414258188824663,7.707129094412331,-7.707129094412331,2004,23,2001.0,0.0,3
Lithuania,2001,Chapter 24: Co-operation in the field of justice and home affairs,3177,108,44,33.9943342776204,13.849543594586088,-20.144790683034316,2004,24,2002.0,1.0,3
Lithuania,2001,Chapter 25: Customs union,905,32,16,35.35911602209945,17.679558011049725,-17.679558011049725,2004,25,2001.0,0.0,3
Lithuania,2001,Chapter 26: External relations,700,3,3,4.285714285714286,4.285714285714286,0.0,2004,26,2000.0,-1.0,3
Lithuania,2001,Chapter 27: Common Foreign and Security Policy,450,3,6,6.666666666666667,13.333333333333334,6.666666666666667,2004,27,2000.0,-1.0,3
Lithuania,2001,Chapter 28: Financial Control,890,5,11,5.617977528089887,12.359550561797754,6.7415730337078665,2004,28,2001.0,0.0,3
Lithuania,2001,Chapter 29: Financial and budgetary provisions,846,4,18,4.7281323877068555,21.27659574468085,16.548463356973997,2004,29,2002.0,1.0,3
