country,year,section,total_words,negative_count,positive_count,negative_ratio,positive_ratio,net_sentiment,accession_year,chapter_number,closure_year,years_to_closure,years_to_accession
Lithuania,2002,Chapter 1: Free movement of Goods,1759,14,31,7.959067652075044,17.62364980102331,9.664582148948265,2004,1,2001.0,-1.0,2
Lithuania,2002,Chapter 2: Free movement of Persons,1044,5,17,4.7892720306513406,16.28352490421456,11.49425287356322,2004,2,2001.0,-1.0,2
Lithuania,2002,Chapter 3: Freedom to provide services,1366,13,24,9.51683748169839,17.569546120058565,8.052708638360174,2004,3,2001.0,-1.0,2
Lithuania,2002,Chapter 4: Free movement of capital,822,28,16,34.0632603406326,19.464720194647203,-14.5985401459854,2004,4,2001.0,-1.0,2
Lithuania,2002,Chapter 5: Company law,1241,29,20,23.368251410153103,16.116035455278,-7.252215954875105,2004,5,2001.0,-1.0,2
Lithuania,2002,Chapter 6: Competition policy,844,22,15,26.066350710900473,17.77251184834123,-8.293838862559241,2004,6,2001.0,-1.0,2
Lithuania,2002,Chapter 7: Agriculture,4121,26,40,6.309148264984227,9.70638194612958,3.3972336811453534,2004,7,2002.0,0.0,2
Lithuania,2002,Chapter 8: Fisheries,878,5,13,5.694760820045558,14.806378132118452,9.111617312072894,2004,8,2001.0,-1.0,2
Lithuania,2002,Chapter 9: Transport policy,1445,15,29,10.380622837370241,20.069204152249135,9.688581314878894,2004,9,2001.0,-1.0,2
Lithuania,2002,Chapter 10: Taxation,1126,26,20,23.090586145648313,17.761989342806395,-5.328596802841918,2004,10,2002.0,0.0,2
Lithuania,2002,Chapter 11: Economic and Monetary Union,544,6,5,11.029411764705882,9.191176470588236,-1.8382352941176467,2004,11,2001.0,-1.0,2
Lithuania,2002,Chapter 12: Statistics,696,9,15,12.931034482758621,21.551724137931036,8.620689655172415,2004,12,2000.0,-2.0,2
Lithuania,2002,Chapter 13: Social Policy and Employment,2242,30,44,13.380909901873327,19.625334522747547,6.24442462087422,2004,13,2001.0,-1.0,2
Lithuania,2002,Chapter 14: Energy,3039,42,50,13.820335636722607,16.452780519907865,2.632444883185258,2004,14,2002.0,0.0,2
Lithuania,2002,Chapter 15: Industry,1477,32,34,21.665538253215978,23.019634394041976,1.3540961408259982,2004,15,2000.0,-2.0,2
Lithuania,2002,Chapter 16: Small and Medium Enterprises,1032,6,34,5.813953488372093,32.94573643410853,27.13178294573644,2004,16,2000.0,-2.0,2
Lithuania,2002,Chapter 17: Science and research,465,3,11,6.451612903225806,23.655913978494624,17.204301075268816,2004,17,2000.0,-2.0,2
Lithuania,2002,Chapter 18: Education and Training,383,2,7,5.221932114882507,18.276762402088774,13.054830287206268,2004,18,2000.0,-2.0,2
Lithuania,2002,Chapter 19: Telecommunications and information technologies,695,3,18,4.316546762589928,25.899280575539567,21.58273381294964,2004,19,2001.0,-1.0,2
Lithuania,2002,Chapter 20: Culture and audio-visual policy,577,6,11,10.398613518197575,19.064124783362217,8.665511265164643,2004,20,2000.0,-2.0,2
Lithuania,2002,Chapter 21: Regional Policy and co-ordination of structural instruments,1628,6,33,3.6855036855036856,20.27027027027027,16.584766584766584,2004,21,2002.0,0.0,2
Lithuania,2002,Chapter 22: Environment,2445,24,42,9.815950920245399,17.177914110429448,7.361963190184049,2004,22,2001.0,-1.0,2
Lithuania,2002,Chapter 23: Consumers and health protection,879,16,14,18.20250284414107,15.927189988623434,-2.275312855517635,2004,23,2001.0,-1.0,2
Lithuania,2002,Chapter 24: Co-operation in the field of justice and home affairs,4738,164,64,34.613761080624734,13.507809202195018,-21.105951878429714,2004,24,2002.0,0.0,2
Lithuania,2002,Chapter 25: Customs union,945,23,15,24.33862433862434,15.873015873015872,-8.465608465608467,2004,25,2001.0,-1.0,2
Lithuania,2002,Chapter 26: External relations,888,14,6,15.765765765765764,6.756756756756757,-9.009009009009006,2004,26,2000.0,-2.0,2
Lithuania,2002,Chapter 27: Common Foreign and Security Policy,709,8,10,11.283497884344147,14.104372355430185,2.8208744710860376,2004,27,2000.0,-2.0,2
Lithuania,2002,Chapter 28: Financial Control,1115,11,17,9.865470852017937,15.246636771300448,5.381165919282511,2004,28,2001.0,-1.0,2
Lithuania,2002,Chapter 29: Financial and budgetary provisions,1548,6,31,3.875968992248062,20.02583979328165,16.14987080103359,2004,29,2002.0,0.0,2
Bulgaria,1998,Chapter 1: Free movement of Goods,147,2,3,13.605442176870747,20.408163265306122,6.802721088435375,2007,1,2002.0,4.0,9
Bulgaria,1998,Chapter 2: Free movement of Persons,116,0,4,0.0,34.48275862068965,34.48275862068965,2007,2,2002.0,4.0,9
Bulgaria,1998,Chapter 3: Freedom to provide services,382,8,5,20.942408376963353,13.089005235602095,-7.853403141361259,2007,3,2001.0,3.0,9
Bulgaria,1998,Chapter 4: Free movement of capital,132,2,1,15.151515151515152,7.575757575757576,-7.575757575757576,2007,4,2001.0,3.0,9
Bulgaria,1998,Chapter 6: Competition policy,394,3,4,7.614213197969543,10.15228426395939,2.538071065989846,2007,6,2004.0,6.0,9
Bulgaria,1998,Chapter 7: Agriculture,637,16,8,25.11773940345369,12.558869701726845,-12.558869701726845,2007,7,2004.0,6.0,9
Bulgaria,1998,Chapter 8: Fisheries,99,0,1,0.0,10.101010101010102,10.101010101010102,2007,8,2001.0,3.0,9
Bulgaria,1998,Chapter 9: Transport policy,301,0,4,0.0,13.289036544850498,13.289036544850498,2007,9,2003.0,5.0,9
Bulgaria,1998,Chapter 10: Taxation,168,2,2,11.904761904761903,11.904761904761903,0.0,2007,10,2002.0,4.0,9
Bulgaria,1998,Chapter 11: Economic and Monetary Union,142,4,6,28.169014084507044,42.25352112676056,14.084507042253517,2007,11,2002.0,4.0,9
Bulgaria,1998,Chapter 12: Statistics,116,0,5,0.0,43.10344827586207,43.10344827586207,2007,12,2000.0,2.0,9
Bulgaria,1998,Chapter 13: Social Policy and Employment,609,17,9,27.914614121510674,14.778325123152708,-13.136288998357966,2007,13,2002.0,4.0,9
Bulgaria,1998,Chapter 14: Energy,577,11,12,19.064124783362217,20.79722703639515,1.733102253032932,2007,14,2002.0,4.0,9
Bulgaria,1998,Chapter 15: Industry,400,15,4,37.5,10.0,-27.5,2007,15,2001.0,3.0,9
Bulgaria,1998,Chapter 16: Small and Medium Enterprises,175,2,3,11.428571428571429,17.142857142857142,5.7142857142857135,2007,16,2000.0,2.0,9
Bulgaria,1998,Chapter 17: Science and research,40,0,0,0.0,0.0,0.0,2007,17,2000.0,2.0,9
Bulgaria,1998,Chapter 18: Education and Training,120,0,0,0.0,0.0,0.0,2007,18,2000.0,2.0,9
Bulgaria,1998,Chapter 19: Telecommunications and information technologies,113,1,1,8.849557522123893,8.849557522123893,0.0,2007,19,2001.0,3.0,9
Bulgaria,1998,Chapter 20: Culture and audio-visual policy,109,3,1,27.522935779816514,9.174311926605505,-18.34862385321101,2007,20,2000.0,2.0,9
Bulgaria,1998,Chapter 21: Regional Policy and co-ordination of structural instruments,191,3,7,15.706806282722512,36.64921465968586,20.94240837696335,2007,21,2004.0,6.0,9
Bulgaria,1998,Chapter 22: Environment,438,7,8,15.981735159817351,18.2648401826484,2.283105022831048,2007,22,2003.0,5.0,9
Bulgaria,1998,Chapter 23: Consumers and health protection,81,0,2,0.0,24.691358024691358,24.691358024691358,2007,23,2000.0,2.0,9
Bulgaria,1998,Chapter 24: Co-operation in the field of justice and home affairs,750,15,9,20.0,12.0,-8.0,2007,24,2003.0,5.0,9
Bulgaria,1998,Chapter 25: Customs union,398,3,6,7.537688442211055,15.07537688442211,7.537688442211055,2007,25,2002.0,4.0,9
Bulgaria,1998,Chapter 26: External relations,164,0,0,0.0,0.0,0.0,2007,26,2000.0,2.0,9
Bulgaria,1998,Chapter 27: Common Foreign and Security Policy,241,1,9,4.149377593360996,37.344398340248965,33.19502074688797,2007,27,2000.0,2.0,9
Bulgaria,1998,Chapter 28: Financial Control,219,10,4,45.662100456621005,18.2648401826484,-27.397260273972606,2007,28,2002.0,4.0,9
Bulgaria,1999,Chapter 1: Free movement of Goods,279,2,2,7.168458781362007,7.168458781362007,0.0,2007,1,2002.0,3.0,8
Bulgaria,1999,Chapter 2: Free movement of Persons,114,1,2,8.771929824561402,17.543859649122805,8.771929824561402,2007,2,2002.0,3.0,8
Bulgaria,1999,Chapter 3: Freedom to provide services,551,9,10,16.33393829401089,18.148820326678766,1.814882032667878,2007,3,2001.0,2.0,8
Bulgaria,1999,Chapter 4: Free movement of capital,126,3,0,23.809523809523807,0.0,-23.809523809523807,2007,4,2001.0,2.0,8
Bulgaria,1999,Chapter 6: Competition policy,245,0,2,0.0,8.16326530612245,8.16326530612245,2007,6,2004.0,5.0,8
Bulgaria,1999,Chapter 7: Agriculture,1268,14,18,11.041009463722398,14.195583596214512,3.1545741324921135,2007,7,2004.0,5.0,8
Bulgaria,1999,Chapter 8: Fisheries,314,2,2,6.369426751592357,6.369426751592357,0.0,2007,8,2001.0,2.0,8
Bulgaria,1999,Chapter 9: Transport policy,549,7,8,12.750455373406194,14.571948998178506,1.8214936247723124,2007,9,2003.0,4.0,8
Bulgaria,1999,Chapter 10: Taxation,231,3,3,12.987012987012989,12.987012987012989,0.0,2007,10,2002.0,3.0,8
Bulgaria,1999,Chapter 11: Economic and Monetary Union,126,0,2,0.0,15.873015873015872,15.873015873015872,2007,11,2002.0,3.0,8
Bulgaria,1999,Chapter 12: Statistics,303,3,10,9.900990099009901,33.003300330033,23.102310231023097,2007,12,2000.0,1.0,8
Bulgaria,1999,Chapter 13: Social Policy and Employment,712,15,8,21.06741573033708,11.235955056179774,-9.831460674157304,2007,13,2002.0,3.0,8
Bulgaria,1999,Chapter 14: Energy,1598,29,19,18.147684605757195,11.889862327909889,-6.257822277847307,2007,14,2002.0,3.0,8
Bulgaria,1999,Chapter 15: Industry,348,8,9,22.988505747126435,25.862068965517242,2.8735632183908066,2007,15,2001.0,2.0,8
Bulgaria,1999,Chapter 16: Small and Medium Enterprises,205,1,6,4.878048780487805,29.26829268292683,24.390243902439025,2007,16,2000.0,1.0,8
Bulgaria,1999,Chapter 17: Science and research,136,1,1,7.352941176470588,7.352941176470588,0.0,2007,17,2000.0,1.0,8
Bulgaria,1999,Chapter 18: Education and Training,156,0,2,0.0,12.82051282051282,12.82051282051282,2007,18,2000.0,1.0,8
Bulgaria,1999,Chapter 19: Telecommunications and information technologies,286,0,3,0.0,10.48951048951049,10.48951048951049,2007,19,2001.0,2.0,8
Bulgaria,1999,Chapter 20: Culture and audio-visual policy,129,3,2,23.25581395348837,15.503875968992247,-7.751937984496124,2007,20,2000.0,1.0,8
Bulgaria,1999,Chapter 21: Regional Policy and co-ordination of structural instruments,370,1,3,2.7027027027027026,8.108108108108109,5.405405405405406,2007,21,2004.0,5.0,8
Bulgaria,1999,Chapter 22: Environment,597,10,6,16.75041876046901,10.050251256281408,-6.700167504187602,2007,22,2003.0,4.0,8
Bulgaria,1999,Chapter 23: Consumers and health protection,128,1,3,7.8125,23.4375,15.625,2007,23,2000.0,1.0,8
Bulgaria,1999,Chapter 24: Co-operation in the field of justice and home affairs,1423,42,25,29.515108924806746,17.568517217146873,-11.946591707659874,2007,24,2003.0,4.0,8
Bulgaria,1999,Chapter 25: Customs union,252,6,2,23.809523809523807,7.936507936507936,-15.87301587301587,2007,25,2002.0,3.0,8
Bulgaria,1999,Chapter 26: External relations,300,6,2,20.0,6.666666666666667,-13.333333333333332,2007,26,2000.0,1.0,8
Bulgaria,1999,Chapter 27: Common Foreign and Security Policy,307,4,5,13.029315960912053,16.286644951140065,3.2573289902280127,2007,27,2000.0,1.0,8
Bulgaria,1999,Chapter 28: Financial Control,373,6,7,16.0857908847185,18.766756032171582,2.680965147453083,2007,28,2002.0,3.0,8
Bulgaria,2000,Chapter 1: Free movement of Goods,766,8,14,10.443864229765014,18.276762402088774,7.832898172323761,2007,1,2002.0,2.0,7
Bulgaria,2000,Chapter 2: Free movement of Persons,430,4,6,9.30232558139535,13.953488372093023,4.651162790697674,2007,2,2002.0,2.0,7
Bulgaria,2000,Chapter 3: Freedom to provide services,464,4,9,8.620689655172413,19.396551724137932,10.77586206896552,2007,3,2001.0,1.0,7
Bulgaria,2000,Chapter 4: Free movement of capital,594,10,7,16.835016835016834,11.784511784511785,-5.050505050505048,2007,4,2001.0,1.0,7
Bulgaria,2000,Chapter 5: Company law,484,5,8,10.330578512396695,16.528925619834713,6.198347107438018,2007,5,2001.0,1.0,7
Bulgaria,2000,Chapter 6: Competition policy,758,19,8,25.065963060686016,10.554089709762533,-14.511873350923484,2007,6,2004.0,4.0,7
Bulgaria,2000,Chapter 7: Agriculture,2505,20,35,7.984031936127744,13.972055888223553,5.9880239520958085,2007,7,2004.0,4.0,7
Bulgaria,2000,Chapter 8: Fisheries,634,7,8,11.041009463722398,12.618296529968454,1.5772870662460559,2007,8,2001.0,1.0,7
Bulgaria,2000,Chapter 9: Transport policy,1148,17,19,14.80836236933798,16.55052264808362,1.7421602787456418,2007,9,2003.0,3.0,7
Bulgaria,2000,Chapter 10: Taxation,561,3,9,5.347593582887701,16.0427807486631,10.695187165775401,2007,10,2002.0,2.0,7
Bulgaria,2000,Chapter 11: Economic and Monetary Union,350,3,4,8.571428571428571,11.428571428571429,2.8571428571428577,2007,11,2002.0,2.0,7
Bulgaria,2000,Chapter 12: Statistics,592,5,20,8.445945945945946,33.78378378378378,25.33783783783784,2007,12,2000.0,0.0,7
Bulgaria,2000,Chapter 13: Social Policy and Employment,1256,28,23,22.292993630573246,18.312101910828027,-3.9808917197452196,2007,13,2002.0,2.0,7
Bulgaria,2000,Chapter 14: Energy,1953,44,30,22.529441884280594,15.360983102918587,-7.168458781362007,2007,14,2002.0,2.0,7
Bulgaria,2000,Chapter 15: Industry,604,21,13,34.7682119205298,21.52317880794702,-13.245033112582782,2007,15,2001.0,1.0,7
Bulgaria,2000,Chapter 16: Small and Medium Enterprises,371,4,7,10.781671159029651,18.867924528301884,8.086253369272233,2007,16,2000.0,0.0,7
Bulgaria,2000,Chapter 17: Science and research,360,1,8,2.7777777777777777,22.22222222222222,19.444444444444443,2007,17,2000.0,0.0,7
Bulgaria,2000,Chapter 18: Education and Training,612,3,12,4.901960784313726,19.607843137254903,14.705882352941178,2007,18,2000.0,0.0,7
Bulgaria,2000,Chapter 19: Telecommunications and information technologies,596,2,9,3.3557046979865772,15.100671140939598,11.744966442953022,2007,19,2001.0,1.0,7
Bulgaria,2000,Chapter 20: Culture and audio-visual policy,272,6,8,22.058823529411764,29.41176470588235,7.352941176470587,2007,20,2000.0,0.0,7
Bulgaria,2000,Chapter 21: Regional Policy and co-ordination of structural instruments,829,5,9,6.031363088057901,10.856453558504223,4.825090470446321,2007,21,2004.0,4.0,7
Bulgaria,2000,Chapter 22: Environment,1284,30,15,23.36448598130841,11.682242990654204,-11.682242990654204,2007,22,2003.0,3.0,7
Bulgaria,2000,Chapter 23: Consumers and health protection,561,11,9,19.607843137254903,16.0427807486631,-3.5650623885918016,2007,23,2000.0,0.0,7
Bulgaria,2000,Chapter 24: Co-operation in the field of justice and home affairs,1893,81,17,42.789223454833596,8.980454305335448,-33.80876914949815,2007,24,2003.0,3.0,7
Bulgaria,2000,Chapter 25: Customs union,710,15,11,21.12676056338028,15.492957746478874,-5.633802816901406,2007,25,2002.0,2.0,7
Bulgaria,2000,Chapter 26: External relations,1037,9,10,8.678881388621022,9.643201542912246,0.9643201542912241,2007,26,2000.0,0.0,7
Bulgaria,2000,Chapter 27: Common Foreign and Security Policy,622,6,19,9.64630225080386,30.54662379421222,20.90032154340836,2007,27,2000.0,0.0,7
Bulgaria,2000,Chapter 28: Financial Control,519,4,11,7.707129094412331,21.19460500963391,13.48747591522158,2007,28,2002.0,2.0,7
Bulgaria,2000,Chapter 29: Financial and budgetary provisions,348,1,9,2.8735632183908044,25.862068965517242,22.98850574712644,2007,29,2004.0,4.0,7
Bulgaria,2001,Chapter 1: Free movement of Goods,1005,9,16,8.955223880597016,15.920398009950247,6.965174129353231,2007,1,2002.0,1.0,6
Bulgaria,2001,Chapter 2: Free movement of Persons,652,5,11,7.668711656441718,16.87116564417178,9.20245398773006,2007,2,2002.0,1.0,6
Bulgaria,2001,Chapter 3: Freedom to provide services,909,12,15,13.201320132013201,16.5016501650165,3.3003300330032985,2007,3,2001.0,0.0,6
Bulgaria,2001,Chapter 4: Free movement of capital,536,21,6,39.17910447761194,11.194029850746269,-27.985074626865675,2007,4,2001.0,0.0,6
Bulgaria,2001,Chapter 5: Company law,698,12,9,17.191977077363898,12.893982808022923,-4.297994269340975,2007,5,2001.0,0.0,6
Bulgaria,2001,Chapter 6: Competition policy,785,9,14,11.464968152866241,17.8343949044586,6.369426751592357,2007,6,2004.0,3.0,6
Bulgaria,2001,Chapter 7: Agriculture,1906,9,20,4.72193074501574,10.49317943336831,5.7712486883525695,2007,7,2004.0,3.0,6
Bulgaria,2001,Chapter 8: Fisheries,622,2,10,3.215434083601286,16.07717041800643,12.861736334405142,2007,8,2001.0,0.0,6
Bulgaria,2001,Chapter 9: Transport policy,1180,18,7,15.254237288135593,5.932203389830509,-9.322033898305085,2007,9,2003.0,2.0,6
Bulgaria,2001,Chapter 10: Taxation,592,8,7,13.513513513513514,11.824324324324325,-1.6891891891891895,2007,10,2002.0,1.0,6
Bulgaria,2001,Chapter 11: Economic and Monetary Union,332,0,1,0.0,3.0120481927710845,3.0120481927710845,2007,11,2002.0,1.0,6
Bulgaria,2001,Chapter 12: Statistics,678,4,15,5.899705014749262,22.123893805309734,16.224188790560472,2007,12,2000.0,-1.0,6
Bulgaria,2001,Chapter 13: Social Policy and Employment,1869,35,41,18.726591760299627,21.936864633493848,3.2102728731942207,2007,13,2002.0,1.0,6
Bulgaria,2001,Chapter 14: Energy,2068,44,37,21.27659574468085,17.891682785299807,-3.384912959381044,2007,14,2002.0,1.0,6
Bulgaria,2001,Chapter 15: Industry,698,16,17,22.922636103151863,24.355300859598852,1.4326647564469894,2007,15,2001.0,0.0,6
Bulgaria,2001,Chapter 16: Small and Medium Enterprises,472,9,7,19.06779661016949,14.830508474576272,-4.23728813559322,2007,16,2000.0,-1.0,6
Bulgaria,2001,Chapter 17: Science and research,375,4,6,10.666666666666666,16.0,5.333333333333334,2007,17,2000.0,-1.0,6
Bulgaria,2001,Chapter 18: Education and Training,537,6,11,11.1731843575419,20.484171322160147,9.310986964618248,2007,18,2000.0,-1.0,6
Bulgaria,2001,Chapter 19: Telecommunications and information technologies,626,5,9,7.987220447284344,14.37699680511182,6.389776357827476,2007,19,2001.0,0.0,6
Bulgaria,2001,Chapter 20: Culture and audio-visual policy,384,6,9,15.625,23.4375,7.8125,2007,20,2000.0,-1.0,6
Bulgaria,2001,Chapter 21: Regional Policy and co-ordination of structural instruments,1057,13,21,12.298959318826869,19.867549668874172,7.5685903500473035,2007,21,2004.0,3.0,6
Bulgaria,2001,Chapter 22: Environment,928,19,15,20.47413793103448,16.163793103448278,-4.310344827586203,2007,22,2003.0,2.0,6
Bulgaria,2001,Chapter 23: Consumers and health protection,802,24,14,29.92518703241895,17.456359102244388,-12.468827930174562,2007,23,2000.0,-1.0,6
Bulgaria,2001,Chapter 24: Co-operation in the field of justice and home affairs,2981,79,30,26.501174102650115,10.063737001006373,-16.43743710164374,2007,24,2003.0,2.0,6
Bulgaria,2001,Chapter 25: Customs union,646,10,14,15.479876160990711,21.671826625387,6.191950464396287,2007,25,2002.0,1.0,6
Bulgaria,2001,Chapter 26: External relations,1022,7,8,6.8493150684931505,7.8277886497064575,0.978473581213307,2007,26,2000.0,-1.0,6
Bulgaria,2001,Chapter 27: Common Foreign and Security Policy,580,4,10,6.896551724137931,17.241379310344826,10.344827586206895,2007,27,2000.0,-1.0,6
Bulgaria,2001,Chapter 28: Financial Control,760,8,9,10.526315789473683,11.842105263157896,1.3157894736842124,2007,28,2002.0,1.0,6
Bulgaria,2001,Chapter 29: Financial and budgetary provisions,676,3,20,4.437869822485207,29.585798816568047,25.14792899408284,2007,29,2004.0,3.0,6
Bulgaria,2002,Chapter 1: Free movement of Goods,1129,9,18,7.971656333038087,15.943312666076174,7.971656333038087,2007,1,2002.0,0.0,5
Bulgaria,2002,Chapter 2: Free movement of Persons,878,6,12,6.83371298405467,13.66742596810934,6.83371298405467,2007,2,2002.0,0.0,5
Bulgaria,2002,Chapter 3: Freedom to provide services,1133,11,20,9.70873786407767,17.6522506619594,7.943512797881731,2007,3,2001.0,-1.0,5
Bulgaria,2002,Chapter 4: Free movement of capital,1037,33,16,31.822565091610418,15.429122468659596,-16.393442622950822,2007,4,2001.0,-1.0,5
Bulgaria,2002,Chapter 5: Company law,902,16,14,17.738359201773836,15.521064301552107,-2.217294900221729,2007,5,2001.0,-1.0,5
Bulgaria,2002,Chapter 6: Competition policy,1116,18,20,16.129032258064516,17.921146953405017,1.7921146953405014,2007,6,2004.0,2.0,5
Bulgaria,2002,Chapter 7: Agriculture,2992,17,44,5.681818181818182,14.705882352941176,9.024064171122994,2007,7,2004.0,2.0,5
Bulgaria,2002,Chapter 8: Fisheries,918,6,14,6.5359477124183005,15.250544662309368,8.714596949891067,2007,8,2001.0,-1.0,5
Bulgaria,2002,Chapter 9: Transport policy,1650,24,26,14.545454545454545,15.757575757575758,1.2121212121212128,2007,9,2003.0,1.0,5
Bulgaria,2002,Chapter 10: Taxation,877,14,19,15.96351197263398,21.664766248574686,5.701254275940707,2007,10,2002.0,0.0,5
Bulgaria,2002,Chapter 11: Economic and Monetary Union,523,9,5,17.208413001912046,9.560229445506693,-7.648183556405353,2007,11,2002.0,0.0,5
Bulgaria,2002,Chapter 12: Statistics,777,3,23,3.8610038610038613,29.6010296010296,25.74002574002574,2007,12,2000.0,-2.0,5
Bulgaria,2002,Chapter 13: Social Policy and Employment,1849,21,26,11.357490535424553,14.061654948620877,2.704164413196324,2007,13,2002.0,0.0,5
Bulgaria,2002,Chapter 14: Energy,2736,39,49,14.254385964912279,17.909356725146196,3.654970760233917,2007,14,2002.0,0.0,5
Bulgaria,2002,Chapter 15: Industry,1074,23,24,21.415270018621975,22.3463687150838,0.9310986964618237,2007,15,2001.0,-1.0,5
Bulgaria,2002,Chapter 16: Small and Medium Enterprises,1036,14,26,13.513513513513514,25.096525096525095,11.583011583011581,2007,16,2000.0,-2.0,5
Bulgaria,2002,Chapter 17: Science and research,467,4,8,8.565310492505354,17.130620985010708,8.565310492505354,2007,17,2000.0,-2.0,5
Bulgaria,2002,Chapter 18: Education and Training,795,9,15,11.320754716981131,18.867924528301884,7.547169811320753,2007,18,2000.0,-2.0,5
Bulgaria,2002,Chapter 19: Telecommunications and information technologies,843,13,20,15.42111506524318,23.724792408066428,8.303677342823248,2007,19,2001.0,-1.0,5
Bulgaria,2002,Chapter 20: Culture and audio-visual policy,531,9,9,16.949152542372882,16.949152542372882,0.0,2007,20,2000.0,-2.0,5
Bulgaria,2002,Chapter 21: Regional Policy and co-ordination of structural instruments,1104,4,15,3.6231884057971016,13.58695652173913,9.96376811594203,2007,21,2004.0,2.0,5
Bulgaria,2002,Chapter 22: Environment,1431,22,39,15.373864430468204,27.253668763102723,11.879804332634519,2007,22,2003.0,1.0,5
Bulgaria,2002,Chapter 23: Consumers and health protection,1015,21,15,20.689655172413794,14.778325123152708,-5.911330049261085,2007,23,2000.0,-2.0,5
Bulgaria,2002,Chapter 24: Co-operation in the field of justice and home affairs,3055,103,45,33.715220949263504,14.729950900163667,-18.98527004909984,2007,24,2003.0,1.0,5
Bulgaria,2002,Chapter 25: Customs union,924,16,28,17.316017316017316,30.303030303030305,12.987012987012989,2007,25,2002.0,0.0,5
Bulgaria,2002,Chapter 26: External relations,955,12,8,12.565445026178011,8.376963350785342,-4.188481675392669,2007,26,2000.0,-2.0,5
Bulgaria,2002,Chapter 27: Common Foreign and Security Policy,721,5,11,6.934812760055479,15.256588072122053,8.321775312066574,2007,27,2000.0,-2.0,5
Bulgaria,2002,Chapter 28: Financial Control,1141,6,21,5.25854513584575,18.404907975460123,13.146362839614373,2007,28,2002.0,0.0,5
Bulgaria,2002,Chapter 29: Financial and budgetary provisions,1010,6,33,5.9405940594059405,32.67326732673268,26.73267326732674,2007,29,2004.0,2.0,5
Bulgaria,2003,Chapter 1: Free movement of Goods,1209,9,21,7.444168734491315,17.3697270471464,9.925558312655086,2007,1,2002.0,-1.0,4
Bulgaria,2003,Chapter 2: Free movement of Persons,770,2,13,2.5974025974025974,16.88311688311688,14.285714285714283,2007,2,2002.0,-1.0,4
Bulgaria,2003,Chapter 3: Freedom to provide services,934,5,19,5.353319057815845,20.342612419700217,14.989293361884371,2007,3,2001.0,-2.0,4
Bulgaria,2003,Chapter 4: Free movement of capital,493,14,7,28.397565922920894,14.198782961460447,-14.198782961460447,2007,4,2001.0,-2.0,4
Bulgaria,2003,Chapter 5: Company law,839,7,12,8.34326579261025,14.302741358760429,5.959475566150179,2007,5,2001.0,-2.0,4
Bulgaria,2003,Chapter 6: Competition policy,998,20,24,20.04008016032064,24.04809619238477,4.008016032064127,2007,6,2004.0,1.0,4
Bulgaria,2003,Chapter 7: Agriculture,3464,23,53,6.63972286374134,15.300230946882216,8.660508083140876,2007,7,2004.0,1.0,4
Bulgaria,2003,Chapter 8: Fisheries,897,6,15,6.688963210702341,16.72240802675585,10.03344481605351,2007,8,2001.0,-2.0,4
Bulgaria,2003,Chapter 9: Transport policy,1617,17,23,10.513296227581941,14.22387136672851,3.7105751391465684,2007,9,2003.0,0.0,4
Bulgaria,2003,Chapter 10: Taxation,807,8,16,9.913258983890954,19.826517967781907,9.913258983890954,2007,10,2002.0,-1.0,4
Bulgaria,2003,Chapter 11: Economic and Monetary Union,660,9,5,13.636363636363635,7.575757575757576,-6.060606060606059,2007,11,2002.0,-1.0,4
Bulgaria,2003,Chapter 12: Statistics,947,7,26,7.391763463569165,27.455121436114045,20.06335797254488,2007,12,2000.0,-3.0,4
Bulgaria,2003,Chapter 13: Social Policy and Employment,2303,32,35,13.894919669995659,15.197568389057752,1.302648719062093,2007,13,2002.0,-1.0,4
Bulgaria,2003,Chapter 14: Energy,1890,32,30,16.931216931216934,15.873015873015872,-1.0582010582010621,2007,14,2002.0,-1.0,4
Bulgaria,2003,Chapter 15: Industry,1027,22,19,21.421616358325217,18.500486854917234,-2.9211295034079825,2007,15,2001.0,-2.0,4
Bulgaria,2003,Chapter 16: Small and Medium Enterprises,797,10,15,12.547051442910917,18.820577164366373,6.2735257214554565,2007,16,2000.0,-3.0,4
Bulgaria,2003,Chapter 17: Science and research,463,5,12,10.79913606911447,25.91792656587473,15.11879049676026,2007,17,2000.0,-3.0,4
Bulgaria,2003,Chapter 18: Education and Training,963,9,13,9.345794392523365,13.499480789200415,4.153686396677051,2007,18,2000.0,-3.0,4
Bulgaria,2003,Chapter 19: Telecommunications and information technologies,862,9,15,10.440835266821345,17.40139211136891,6.960556844547565,2007,19,2001.0,-2.0,4
Bulgaria,2003,Chapter 20: Culture and audio-visual policy,522,6,7,11.494252873563218,13.409961685823756,1.9157088122605384,2007,20,2000.0,-3.0,4
Bulgaria,2003,Chapter 21: Regional Policy and co-ordination of structural instruments,1077,5,25,4.642525533890436,23.212627669452182,18.570102135561747,2007,21,2004.0,1.0,4
Bulgaria,2003,Chapter 22: Environment,1452,17,36,11.707988980716253,24.793388429752067,13.085399449035814,2007,22,2003.0,0.0,4
Bulgaria,2003,Chapter 23: Consumers and health protection,976,19,17,19.4672131147541,17.418032786885245,-2.0491803278688536,2007,23,2000.0,-3.0,4
Bulgaria,2003,Chapter 24: Co-operation in the field of justice and home affairs,4495,150,58,33.370411568409345,12.903225806451612,-20.467185761957733,2007,24,2003.0,0.0,4
Bulgaria,2003,Chapter 25: Customs union,1091,19,21,17.41521539871677,19.24839596700275,1.8331805682859788,2007,25,2002.0,-1.0,4
